Tipo de información,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles
Fecha,SF17926,SF17927,SF17928,SF46380,SF46381,SF17929,SF17930,SF17931,SF46382,SF46383,SF17932,SF17933,SF17934,SF46384,SF46385,SF46386,SF41075,SF17935,SF17936,SF17937,SF46387,SF46388,SF39829,SF17938,SF17939,SF17940,SF46389,SF46390,SF39831,SF17941,SF17942,SF17943,SF46391,SF46392,SF39833,SF17944,SF17945,SF17946,SF46393,SF46394,SF39835,SF17947,SF17948,SF17949,SF46395,SF46396,SF39837,SF17950,SF17951,SF17952,SF46397,SF46398,SF39839,SF17953,SF17954,SF17955,SF46399,SF46400,SF39841,SF17956,SF17957,SF17958,SF17959,SF46401,SF46402,SF46403,SF46404,SF40942,SF40658,SF46413,SF46414,SF42789
01/10/2007,575719.1,492055.9,83663.2,33576.2,50087,1030001.6,289846.6,740155,83536.3,656618.6,2229902.6,727768.9,1502133.7,100904.9,715612.5,685616.4,2229902.6,138906.2,45039.9,93866.3,0,72368.7,21497.6,12305,10837.1,1467.9,0,1442.7,25.2,43373.8,34039.8,9334,133.9,5291.4,3908.7,50761.6,11173.4,39588.2,17.2,28843.3,10727.8,216512.1,143864.7,72647.4,19041.4,47517.1,6088.9,1106890.5,375001.9,731888.6,61036.8,380997.2,289854.6,547665.1,107812.1,439853,1413.5,179152.1,259287.4,94226.2,19262.1,3835623.3,1509671.4,2325951.9,218017.4,1422318.1,685616.4,1274744.6,176279,154935.8,21343.2,257710.3
01/01/2008,576755.8,502072.2,74683.6,33174.8,41508.8,1077239.3,299653.5,777585.8,79478.7,698107.1,2327775,761886.9,1565888.1,95302.9,811212.1,659373,2327775,140083.8,44370.3,95713.5,0,77879.9,17833.6,13319.1,11787.6,1531.5,0,1416,115.5,44666.3,35957.1,8709.2,20.7,5437.4,3251.1,41547.5,11111,30436.5,16.2,30007.5,412.8,226760,152429,74331,17754.9,50693.4,5882.6,1077504.9,395916,681588.9,57432.9,438370.9,185785.1,540184.2,110315.9,429868.3,384.8,207407,222076.5,224015.8,19693.4,3981770.1,1563612.6,2418157.5,207956.4,1550828,659373,1263860.6,184793.5,164741.6,20051.9,226772.8
01/04/2008,589185.8,510891.9,78293.9,34943.2,43350.7,1091021.4,310030.3,780991.1,81268.6,699722.5,2351674.6,784513.7,1567160.9,100584.5,827396.4,639180,2351674.6,143926.8,46407.9,97518.9,0,77343.1,20175.8,13451.6,12015,1436.6,0,1416,20.6,46724.9,37131.6,9593.3,4.6,6202.1,3386.6,44554.5,13871.4,30683.1,14.8,29957.7,710.5,232616.4,156303.2,76313.2,17882.6,54727.5,3703.2,1114049.1,407432.2,706616.9,61858.2,464545.3,180213.4,511607.5,111352.4,400255.1,261.7,193204.7,206788.7,224181.2,20562.6,4031881.8,1605435.9,2426445.9,216796.3,1570469.6,639180,1273943.7,202460.7,184142.6,18318.1,245141.1
01/07/2008,586403.7,507468.7,78935,36094,42841,1116950.1,318041.5,798908.6,85807.2,713101.4,2243033.6,828349.2,1414684.4,100290.2,595728.7,718665.4,2243033.6,134983.2,48664.9,86318.3,0,64175.8,22142.5,13463,11894.5,1568.5,0,1546,22.5,51033.3,41465.4,9567.9,4.6,5592.4,3970.9,54979.8,14583.7,40396.1,15.7,29812,10568.4,248358.8,176317.2,72041.6,16467.2,48419.6,7154.7,1116242.1,432257.6,683984.5,62233,346816.8,274934.7,333404.8,103165.9,230238.9,226.3,99366.1,130646.5,269225.2,21343.4,3946387.4,1653859.4,2292528,222191.4,1351671.1,718665.4,1257425.9,216298.5,197534.8,18763.7,240922.2
01/10/2008,568507.6,489376.1,79131.5,36005.4,43126.1,1110360.7,326272.7,784088,61236.8,722851.2,2867555.2,907101.9,1960453.3,86792,1016118.3,857543,2867555.2,178959.2,64771.8,114187.4,0,98694.6,15492.8,11779.7,11605.5,174.2,0,147.1,27.1,57787.8,47266.4,10521.4,8.1,5954.7,4558.5,71056.6,17472.8,53583.8,13.3,40194.5,13376,266269.7,191066.7,75203,9160.1,57698.9,8344,1302487.8,452497.1,849990.7,54729.8,597964.7,197296.3,624914.5,122421.6,502492.9,330.3,215463.8,286698.8,331749.5,22550.4,4546423.5,1722750.7,2823672.8,184034.2,1782095.6,857543,1536193.8,209644,192712.8,16931.2,259640.8
01/01/2009,540113.3,465973.8,74139.5,36449.9,37689.6,1173127.2,337523.3,835603.9,62082.8,773521.1,2945575.2,949393.6,1996181.6,83712.5,1059190,853278.9,2945575.2,208246.5,81232.7,127013.8,0,103917.9,23095.9,12118.4,11959.6,158.8,0,130.9,27.8,55931.7,44971.5,10960.2,13.1,6038.9,4908.1,66731.4,18085,48646.4,11.1,35698.6,12936.6,270314.3,196346.3,73968,8679.8,61258.7,4029.6,1270800,452587.1,818212.9,51456,601131.4,165625.5,664740.1,144211.4,520528.7,332.3,251013.6,269182.8,373472.6,23220.2,4658815.7,1752890.7,2905925,182245.2,1870400.7,853278.9,1608451.9,208563.1,191638.2,16924.9,230462.7
01/04/2009,520759.3,446226.7,74532.6,36543.4,37989.1,1185151.2,342912.9,842238.3,62163.5,780074.8,2802690.5,936666.3,1866024.2,82184.6,1008033,775806.7,2802690.5,217078.5,78089.1,138989.4,0,117928.5,21060.9,12466.1,12319.8,146.3,0,129.2,17.1,49771.3,43980,5791.3,12.9,2183.9,3594.6,59606.1,14731.6,44874.5,10.3,36515.2,8349,275710.5,200229.3,75481.2,8193,57147.4,10140.8,1171213.8,439066.4,732147.4,49920.1,593446.9,88780.4,644333.6,148250.1,496083.5,1030.4,200681.9,294371.2,349492.7,23017.9,4508601,1725805.9,2782795.1,180891.5,1826096.9,775806.7,1552374.6,211182.6,194560,16622.6,226582.6
01/07/2009,521504.1,426428.3,95075.8,57432.8,37643.1,1196543.4,345692.5,850850.9,61791.1,789059.8,2790693.5,946530.4,1844163.1,54591.8,1017512.4,772058.8,2790693.5,217350.8,79240.4,138110.4,0,117824.9,20285.5,12531.3,12357.5,173.8,0,146.8,27,54867,44624.6,10242.4,12.4,5640,4589.9,67526.3,17451.7,50074.6,9.4,41614.6,8450.6,290225.6,209576,80649.6,7808,62353.6,10488,1162548.1,442571.2,719976.9,23570.4,590238.3,106168.2,607479,140709,466770,12.1,199694.2,267063.7,354985.9,23179.5,4508741,1718651.2,2790089.8,173815.7,1844215.3,772058.8,1529769.8,230015.9,213536.7,16479.2,230627.9
01/10/2009,519770.6,414090.6,105680,59907,45773,1167143.8,356333.6,810810.2,24320.1,786490.1,2804589.2,965014.7,1839574.5,55024.9,1010742.3,773807.2,2804589.2,198102.1,77005.1,121097,0,108860.1,12236.9,11977.5,11811,166.5,0,140.4,26.1,53787.5,43058.4,10729.1,12.9,7153.9,3562.3,71413.4,17455.2,53958.2,9.1,45791,8158,293135.7,209736.2,83399.5,5297,64473.8,13628.7,1317623,462265.8,855357.2,25937.8,597489,231930.4,596927.4,143683,453244.4,28.5,186834.1,266381.8,237883,23739.6,4491503.6,1735438.9,2756064.7,139252,1843005.4,773807.2,1592829.3,243649.2,226555.2,17094,261768.8
01/01/2010,509420.1,402871.7,106548.4,63670.5,42877.9,1224732.5,365859.6,858872.9,24458.7,834414.2,2922841.8,964753.6,1958088.2,53986.6,1130990.4,773111.3,2922841.8,200514.8,75434.1,125080.7,0,96060.9,29019.8,13141.4,12944.7,196.7,0,172.1,24.7,54762.1,44700.7,10061.4,16.5,5437.8,4607.1,71139.1,17572.6,53566.5,10.4,44203.3,9352.9,298850.9,213980.8,84870.1,5217.7,65786.5,13865.9,1345682.8,456084.7,889598.1,23791.9,686382.5,179423.6,590968.7,144036,446932.7,111.1,232947.3,213874.3,322943,24839,4656994.4,1733484.9,2923509.5,142115.8,2008282.5,773111.3,1564095.5,251671.8,234608.8,17063,238366.4
01/04/2010,518119.8,408714.3,109405.5,64920.9,44484.6,1236097.1,371357.3,864739.8,24318.6,840421.3,3003454.1,987837.2,2015616.9,53389.9,1108319.9,853907.2,3003454.1,207234.2,78275.9,128958.3,0,102557.2,26401.1,14242.7,14053.2,189.5,0,176.9,12.7,59279.8,49664.3,9615.5,15.7,5737.1,3862.7,40342,12941,27401,10,27391,0,309843.2,224254.9,85588.3,5226.9,66627.7,13733.7,1427608.2,460951.7,966656.5,23315.2,645208.3,298133,615375.2,147696.2,467679,166.8,260621.7,206890.5,304873.5,24655.3,4757671,1767908.8,2989762.2,142629.4,1993225.8,853907.2,1641799.2,250046,234491.6,15554.4,251416.4
01/07/2010,526550.8,416598.9,109951.9,65951.1,44000.9,1250547,379099.2,871447.8,24305.1,847142.8,3006600.6,1026864.6,1979736,53326,1087527.5,838882.4,3006600.6,210180.3,79758.7,130421.6,0,105877,24544.6,14670.4,14423.3,247.1,0,222.1,25,74927.6,62564.5,12363.1,16.3,5758.1,6588.7,39091.3,11918.8,27172.5,9.6,27162.9,0,327461,236696.4,90764.6,4616.7,69684,16463.8,1466922,472366.6,994555.4,23452.7,625583.1,345519.6,632362.9,149136.3,483226.6,207.2,253240.3,229779.1,215961.6,25023.5,4783698.4,1822562.7,2961135.7,143582.2,1978671.2,838882.4,1687410.6,251286.5,235204.5,16082,252003.8
01/10/2010,545875.2,430554.5,115320.7,64824.1,50496.5,1273815.1,396156.1,877659,24350.6,853308.4,3007885,1069363,1938522,55502.8,1056701.7,826317.6,3007885,208527.1,75174,133353.1,0,102554.9,30798.3,15332.3,15105.9,226.4,0,214,12.4,91358.5,64416.8,26941.7,16.6,21931.9,4993.2,46372.5,17159.8,29212.7,9.8,29202.9,0,339136.3,246304,92832.3,4224.3,70331.2,18276.8,1522914.8,494603.9,1028310.9,25290.4,572386.9,430633.6,640488.5,156598.6,483889.9,235.1,260079.9,223574.9,118028.4,25726.6,4827575.3,1896073.6,2931501.7,144677.5,1960506.6,826317.6,1758406.2,265429,251744.4,13684.6,325421.5
01/01/2011,555011.5,442216.9,112794.6,64712.5,48082.1,1331748.9,401447.2,930301.7,24312.5,905989.3,3315247.7,1110215.4,2205032.3,54442.6,1296173.6,854416.1,3315247.7,208850.2,73283.6,135566.6,0,113096.9,22469.6,14418.9,14152,266.9,0,255,11.9,94791.8,66411.7,28380.1,16.5,22221,6142.6,62131,18087.7,44043.3,9.4,42836.5,1197.4,349313.5,250872.8,98440.7,4229.1,77360.4,16851.2,1545370.8,513718.2,1031652.6,24246.9,777765.2,229640.6,671700.5,173689.4,498011.1,261.8,262638.6,235110.7,342992.1,25678.9,5202008.1,1953879.5,3248128.6,143467.6,2250245,854416.1,1811006.1,261651.3,247903.9,13747.4,299804.5
01/04/2011,581935.8,468963.1,112972.7,63164.9,49807.8,1361692.5,430957.9,930734.6,23903.2,906831.4,3176644.6,1117658.3,2058986.3,54907.1,1157647.7,846431.5,3176644.6,221756.2,65248.5,156507.7,0,118659.3,37848.4,16610.9,16347.9,263,0,263,0,91091.5,62254.2,28837.3,16.8,22758.8,6061.7,65735.3,20442.7,45292.6,9.1,41611.8,3671.7,375210.9,256270.8,118940.1,3981.2,77018.8,37940.1,1588478.1,527574.9,1060903.2,24304.8,612630.6,423967.8,660499.2,169519.3,490979.9,282.2,284705.4,205992.3,130949.5,26313,5120272.9,2017579.3,3102693.6,141975.2,2114286.9,846431.5,1852770.5,278204,264444.3,13759.7,314533.2
01/07/2011,613552.3,499943.7,113608.6,63240.9,50367.7,1380505.2,438581.2,941924,23760.1,918163.9,3490103.9,1191887.9,2298216,56264,1202387,1039565,3490103.9,238618.1,70233.8,168384.3,0,123728.8,44655.5,18550.8,18264.2,286.6,0,269.7,16.9,103180.8,70604.6,32576.2,14.1,25264.5,7297.6,66594.3,22467.4,44126.9,8.5,40522.7,3595.7,410134.7,276206.4,133928.3,3757.9,95864.6,34305.8,1692955.9,552477.4,1140478.5,24595.9,598439.9,517442.7,739479.1,181634.1,557845,219.1,318296.8,239329.1,192921.7,27668.5,5484161.4,2130412.8,3353748.6,143265,2170918.6,1039565,2035185.4,283996.6,270151.7,13844.9,334424.8
01/10/2011,645379.1,532408.1,112971,60329.9,52641.1,1393446,447624.6,945821.4,23717.9,922103.4,3859474.7,1258609.6,2600865.1,59075,1467972.7,1073817.5,3859474.7,249849.6,72620.3,177229.3,0,122378.7,54850.7,17715.9,17429.3,286.6,0,269.7,16.9,108713.5,76136.5,32577,14.9,25264.5,7297.6,65917.1,21789.8,44127.3,8.9,40522.7,3595.7,424529,291072.2,133456.8,3286.4,95864.6,34305.8,1780004.2,585325.2,1194679,26960.5,865655.9,302062.6,752702.9,194236.3,558466.6,262.2,318016.6,240187.8,431500.4,28542.1,5898299.8,2238642.3,3659657.5,143122.8,2442717.2,1073817.5,2096405.4,294301.4,280417.1,13884.3,397543.2
01/01/2012,655509.3,550877.5,104631.8,51819.1,52812.6,1456151.6,459752,996399.6,23521.8,972877.8,3722831.5,1257743.1,2465088.4,49212.9,1430983.6,984891.7,3722831.5,272713.6,66382.2,206331.4,0,146623,59708.4,18280.3,17966,314.3,0,314.3,0,103092.3,71875.5,31216.8,14.2,25629,5573.5,84639.8,21771.9,62867.9,8.5,59815.9,3043.4,460418.8,296125.6,164293.2,2935.1,113660,47698.1,1792062.6,584882.3,1207180.3,17550.2,698012.2,491617.9,767654.7,198739.6,568915.1,261,386929.2,181724.9,195525.5,28443.9,5834492.4,2268372.6,3566119.8,124553.8,2456674,984891.7,2206586.1,312581.7,298818,13763.7,338589.2
01/04/2012,682504.1,579045.6,103458.5,51093.5,52365,1468574.2,467154.4,1001419.8,23049.3,978370.5,3863090.3,1315794,2547296.3,50557.4,1448805,1047933.9,3863090.3,273013.1,66587.8,206425.3,0,143385,63040.3,19612,19307,305,0,305,0,105282.1,75922.2,29359.9,13.6,24419.1,4927.2,108039.3,22880.7,85158.6,8.1,67825.6,17324.9,508281.8,325939.2,182342.6,2867.9,130823.8,48650.9,1878916.9,598856.3,1280060.6,17598.7,679756.5,582705.4,779931,206300.8,573630.2,259.5,402290,171080.7,160204.5,29809.6,6014168.6,2361994,3652174.6,124700.2,2479540.5,1047933.9,2322790.4,307772.9,294029,13743.9,369966
